Id,CD1,CD2,CD3,CD4,CD5,CD6,CD7,CD8,CD9,CD10,BJ1,BJ2,BJ3,BJ4,BJ5,BJ6,BJ7,BJ8,BJ9,BJ10
ENST00000453833,0,0,0,1,4,0,0,0,1,0,1,5,9,5,6,7,3,3,3,7
ENST00000368457,10,3,9,6,8,8,15,0,0,0,3,2,4,15,0,1,0,10,3,2
ENST00000586025,0,1,5,4,1,1,1,1,1,2,3,3,3,4,2,2,3,5,3,5
ENST00000491895,0,1,0,3,0,0,3,0,1,2,2,1,0,3,0,3,2,1,1,2
ENST00000564630,0,0,0,0,4,0,1,0,3,2,7,9,9,9,17,12,7,16,7,12
ENST00000433868,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
ENST00000624637,11,0,0,12,6,3,15,13,6,8,4,0,2,3,4,0,4,2,0,0
ENST00000459858,0,1,1,1,2,0,0,0,2,1,1,3,4,3,5,2,3,4,2,3
ENST00000552978,0,1,0,2,2,1,1,2,1,1,7,6,6,8,8,9,9,4,6,8
ENST00000589739,463,287,285,662,68,502,426,319,200,243,47,50,47,48,34,41,49,63,47,45
ENST00000549725,1,1,3,4,2,2,2,1,3,1,2,5,3,2,4,8,7,3,3,4
ENST00000493238,0,1,0,0,10,3,1,0,3,0,7,6,7,3,2,4,4,3,2,1
ENST00000587637,1,1,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,1,2,1
ENST00000534375,0,0,0,0,2,0,0,0,0,0,6,5,8,5,6,4,6,3,4,4
ENST00000463083,1,1,1,2,0,0,1,0,4,1,0,1,3,0,0,1,2,1,3,0
ENST00000462569,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,1,0,0
ENST00000474315,15,14,19,11,16,18,18,20,11,9,10,15,6,11,3,3,7,10,6,7
ENST00000485982,0,0,1,1,1,1,0,0,1,0,2,1,2,0,2,1,3,2,1,1
ENST00000554619,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,1,0,1,1
ENST00000493023,0,1,0,0,0,0,0,0,1,1,0,2,2,2,3,2,1,3,3,4
ENST00000585266,0,7,1,0,4,0,3,0,2,1,25,31,19,17,49,22,5,21,16,30
ENST00000561026,3,0,2,0,0,0,0,0,2,3,5,2,2,1,3,6,1,3,4,6
ENST00000441146,5,3,6,8,7,5,3,5,5,3,18,20,11,13,49,23,17,7,15,10
ENST00000353107,1,4,12,10,3,15,20,2,18,3,11,20,18,26,14,4,22,5,6,9
ENST00000436757,23,26,11,21,15,24,13,6,25,20,18,25,25,22,19,24,11,23,29,46
ENST00000307845,107,130,131,76,107,118,145,121,74,129,52,47,68,38,43,77,26,38,111,176
ENST00000452151,0,0,0,0,0,0,0,0,0,0,3,0,1,4,1,3,2,2,0,1
ENST00000568043,4,8,6,4,6,2,4,5,6,5,6,6,5,6,6,5,4,12,9,12
ENST00000486420,6,3,3,2,1,9,0,0,2,3,0,0,0,0,0,0,2,1,1,1
ENST00000620971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1
ENST00000560030,0,2,1,0,5,0,0,1,1,1,10,8,6,7,13,18,6,7,7,11
ENST00000535501,0,3,0,0,3,0,0,3,0,1,0,1,0,0,1,0,2,4,1,1
ENST00000443891,3,9,0,8,0,4,0,0,0,1,1,2,2,4,3,5,0,4,5,8
ENST00000600480,7,12,14,9,15,8,10,6,21,13,29,40,39,30,22,30,12,23,29,35
ENST00000394224,31,27,49,46,41,14,1,39,42,3,47,20,30,29,27,29,18,34,46,19
ENST00000545280,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0
ENST00000619902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,2,0,1
ENST00000558844,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,2,0,0,1
ENST00000467279,1,1,1,3,2,0,1,1,1,1,4,6,6,4,9,10,5,6,6,10
ENST00000508473,0,1,0,2,0,0,0,0,0,0,4,7,4,3,8,13,3,5,2,6
ENST00000601746,0,0,5,4,0,1,2,5,6,5,0,3,3,0,0,0,0,0,0,3
ENST00000419854,4,0,3,4,1,1,4,1,1,0,3,4,3,0,1,0,2,1,2,1
ENST00000370406,5,4,5,6,5,6,5,4,5,2,2,3,3,3,1,1,1,2,1,2
ENST00000628863,1,0,0,0,1,1,1,1,1,1,4,1,0,3,0,0,0,1,1,0
ENST00000428683,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,1,4,0,1,1
ENST00000578201,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0,0,1
ENST00000321358,31,61,71,41,67,64,72,72,115,141,118,110,114,120,115,96,85,134,105,69
ENST00000513746,0,1,0,0,0,0,0,0,0,0,3,1,3,1,5,2,1,0,1,3
ENST00000549613,0,0,1,1,4,0,0,0,1,1,5,7,7,8,6,7,6,10,8,9
ENST00000487389,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
ENST00000503441,2,1,2,2,1,3,1,2,3,3,1,1,2,1,2,1,2,1,1,1
ENST00000554101,0,4,5,1,2,0,6,5,19,1,8,16,71,2,22,36,61,41,3,1
ENST00000554406,0,1,1,0,4,0,2,0,1,4,5,0,2,0,2,1,1,1,2,1
ENST00000551405,0,0,0,0,0,0,0,0,0,0,2,6,7,1,15,18,5,5,4,6
ENST00000483099,4,0,4,1,0,2,1,1,4,1,0,2,2,3,0,2,1,2,2,3
ENST00000281146,2,0,2,1,1,2,2,2,2,2,2,3,4,5,3,5,12,5,4,2
ENST00000263856,18,21,18,53,19,17,24,42,66,26,42,41,97,97,35,82,35,73,37,28
ENST00000471698,1,3,3,4,9,0,1,3,6,4,13,18,20,20,37,25,21,13,17,14
ENST00000340957,6,5,3,3,4,7,9,5,2,11,10,8,1,1,4,4,3,4,4,6
ENST00000053468,4,6,6,3,1,0,1,0,1,2,4,3,4,3,8,3,2,6,3,0
ENST00000600065,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,1,1,0,1,1
ENST00000550125,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,2,2,0,0
ENST00000233143,4299,688,996,1338,719,1928,1869,1291,1854,1442,244,456,577,817,653,470,550,323,1053,918
ENST00000529985,0,0,0,0,0,0,0,0,0,0,7,6,5,4,3,5,8,4,8,2
ENST00000530109,19,6,10,16,7,17,16,5,1,4,0,1,1,0,0,0,0,3,1,0
ENST00000440088,3,0,3,0,1,3,3,4,3,3,3,3,3,4,4,3,4,1,3,1
ENST00000511075,0,0,0,2,1,0,2,0,2,1,15,17,13,6,7,6,15,3,12,1
ENST00000488228,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,0,2,2,2
ENST00000449194,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0
ENST00000608000,1,0,0,1,0,1,0,0,0,0,3,0,0,0,10,0,0,0,2,0
ENST00000435068,10,11,5,4,5,0,6,10,4,3,2,1,0,0,0,0,1,0,0,3
ENST00000590402,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
ENST00000366997,33,39,28,43,24,46,56,34,50,24,25,15,24,10,18,19,36,12,24,29
ENST00000529517,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
ENST00000472876,9,0,7,9,0,13,0,10,0,4,0,0,0,0,0,0,0,0,2,3
ENST00000465203,0,0,0,0,0,0,0,0,0,0,2,0,2,3,8,6,2,1,0,0
ENST00000391973,19,0,20,27,0,26,0,0,0,0,1,16,0,0,0,4,1,1,13,3
ENST00000529543,2,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ENST00000468686,1,1,4,1,2,5,4,2,0,1,2,1,1,1,1,0,2,2,2,1
ENST00000235150,38,22,31,31,48,12,22,26,36,45,88,100,104,110,117,133,97,79,74,84
ENST00000325167,4,28,36,6,24,29,30,32,8,26,13,5,9,14,10,6,11,6,7,7
ENST00000529920,11,4,9,17,4,13,8,6,12,7,3,4,3,4,4,3,2,6,8,5
ENST00000428361,8,5,0,12,4,7,0,8,24,11,7,15,9,15,11,7,7,12,8,18
ENST00000588014,0,1,1,1,0,0,0,0,0,0,2,2,1,1,2,4,1,1,3,7
ENST00000488639,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ENST00000539387,9,12,10,8,8,0,1,0,0,0,0,0,0,11,0,0,7,0,0,0
ENST00000372805,16,70,127,32,284,42,146,49,166,189,607,558,608,600,550,629,430,480,563,541
ENST00000480412,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,1,1,1
ENST00000330287,0,0,1,1,0,0,0,1,2,2,4,3,3,4,1,5,2,3,2,3
ENST00000630307,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
ENST00000571831,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,1
ENST00000557307,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,3,1,5
ENST00000597467,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,3,0,1,3,0
ENST00000592813,4,0,11,10,6,12,6,5,5,3,0,3,3,1,4,4,0,3,2,4
ENST00000619462,0,2,3,2,9,1,2,5,6,7,11,18,18,13,14,17,22,21,11,9
ENST00000413656,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0
ENST00000378312,0,0,0,2,0,3,0,1,0,1,1,0,0,0,0,0,3,0,0,0
ENST00000479522,0,0,0,0,0,0,0,0,0,1,3,1,2,1,3,5,3,2,2,1
ENST00000586889,1,0,1,1,1,0,1,0,1,2,2,2,3,4,5,3,6,2,3,2
ENST00000473459,92,24,26,60,20,32,20,33,29,10,4,7,7,11,4,7,7,10,7,9
ENST00000395040,2,0,1,0,0,2,4,1,2,0,1,2,0,0,0,0,0,0,1,1
ENST00000484991,0,0,0,2,1,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0
ENST00000530915,0,0,0,0,2,0,0,0,0,0,9,9,11,11,16,17,4,5,6,8
ENST00000466550,4,2,4,3,4,2,6,2,4,3,5,3,4,8,2,3,5,6,3,1
ENST00000573985,1,0,1,2,0,6,1,8,0,0,0,0,0,0,0,1,0,0,0,0
ENST00000413432,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0
ENST00000563753,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1,0
ENST00000539970,1,1,2,3,3,2,0,5,7,4,4,1,3,3,0,3,1,4,1,4
ENST00000511391,0,1,0,0,0,0,0,0,0,1,20,14,24,4,3,3,25,13,5,2
ENST00000588299,0,0,1,1,1,0,0,0,1,1,1,2,3,2,1,1,3,1,1,2
ENST00000368576,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,3,5,1,2,1
ENST00000531620,1,1,1,1,3,0,2,1,1,3,3,4,6,3,3,7,5,8,7,8
ENST00000488236,0,0,0,0,0,0,0,0,0,0,3,5,4,5,9,6,3,2,0,1
ENST00000470180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
ENST00000334318,0,0,0,0,0,0,0,0,0,0,6,10,6,1,10,6,14,6,0,0
ENST00000367379,0,0,0,0,0,0,0,0,0,0,9,10,12,9,14,7,10,2,6,5
ENST00000421367,4,6,5,7,9,8,4,5,8,3,5,5,8,4,4,11,13,7,3,6
ENST00000606771,1,0,0,0,0,1,1,1,0,0,22,28,8,23,27,32,11,28,20,35
ENST00000540725,0,1,2,1,0,1,4,0,0,2,0,1,1,1,0,3,0,2,2,2
ENST00000534486,0,0,0,0,0,0,0,0,0,0,8,6,7,5,8,9,6,4,6,3
ENST00000462363,0,0,0,0,1,0,0,0,1,0,58,66,74,69,146,142,81,55,69,61
ENST00000262866,0,1,1,1,2,1,1,1,1,0,3,3,4,4,4,5,4,2,2,1
ENST00000547626,12,11,11,11,4,14,15,11,11,9,2,4,3,1,3,0,2,2,2,3
ENST00000409262,4,8,8,7,17,6,9,10,8,8,50,44,57,48,65,66,40,30,33,44
ENST00000254695,0,0,6,1,0,0,0,25,0,2,17,17,26,25,14,21,19,22,16,24
ENST00000611260,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
ENST00000557510,20,4,7,22,12,13,33,30,11,26,3,24,10,52,42,49,62,29,59,33
ENST00000544254,1,3,0,1,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0
ENST00000368934,0,0,3,0,0,0,0,0,0,0,1,7,0,0,0,1,5,3,0,1
ENST00000439680,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,0,0,3,3,3
ENST00000563315,2,4,5,3,7,5,5,5,4,5,4,3,5,6,5,5,4,5,4,3
ENST00000292314,47,38,44,14,33,70,18,42,29,28,5,10,8,10,4,13,12,14,24,25
ENST00000422933,0,0,0,0,0,0,0,0,0,0,2,3,2,5,2,2,5,1,2,1
ENST00000372157,0,0,2,0,3,0,0,0,0,1,1,0,2,4,0,1,5,3,4,16
ENST00000580748,0,1,1,2,1,0,1,0,1,1,4,1,2,2,2,4,2,1,1,2
ENST00000424279,0,0,0,0,0,0,0,0,0,1,1,4,7,34,12,42,6,2,26,5
ENST00000533893,1,1,3,3,1,0,2,0,1,0,1,0,3,5,1,0,3,0,0,0
ENST00000593912,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,1
ENST00000618759,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
ENST00000369937,43,46,30,29,29,52,36,30,39,26,30,27,22,24,21,18,22,23,26,23
ENST00000585893,0,0,0,0,0,0,0,0,0,0,1,1,2,6,6,5,1,1,1,10
ENST00000602117,7,12,8,52,7,6,11,5,11,6,8,13,13,9,13,3,9,6,5,5
ENST00000552309,0,0,0,0,2,0,0,0,0,0,6,9,10,13,16,11,11,4,3,4
ENST00000008527,0,0,0,0,0,1,1,0,0,0,2,3,3,4,4,5,5,2,2,2
ENST00000414474,4,11,13,10,6,5,5,6,11,17,3,7,2,9,10,8,4,12,3,7
ENST00000438202,0,0,1,0,0,0,0,0,0,1,3,0,0,2,2,4,0,3,0,0
ENST00000588032,8,0,4,3,0,4,2,5,0,0,0,1,4,4,4,0,0,0,1,0
ENST00000413135,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,1,0,0,1,0
ENST00000621805,0,6,6,2,1,0,10,0,0,7,1,4,4,3,4,1,2,5,4,1
ENST00000308511,0,4,3,0,4,0,1,2,5,2,9,7,4,23,21,9,5,3,7,9
ENST00000482209,3,7,3,1,5,3,3,3,5,7,4,2,1,1,4,8,6,4,6,6
ENST00000493394,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,2,0,0,0
ENST00000443316,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0
ENST00000388712,0,0,2,1,1,1,0,0,1,0,0,2,1,2,1,1,4,0,1,0
ENST00000560993,0,0,0,1,0,0,0,0,0,2,10,7,5,8,3,5,2,8,10,12
ENST00000310776,0,5,6,0,4,7,4,1,3,6,6,4,3,5,5,3,5,5,2,2
ENST00000409510,0,1,0,0,0,0,0,2,0,0,2,2,3,2,11,7,3,3,3,1
ENST00000261482,1,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,1,1,0,0
ENST00000428413,0,0,0,4,0,0,0,0,0,4,3,2,0,0,0,1,0,0,1,0
ENST00000397668,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0
ENST00000552914,5,1,0,1,1,6,2,1,2,1,0,0,1,1,0,0,0,0,0,0
ENST00000486685,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
ENST00000233202,68,349,362,276,122,144,264,331,257,70,275,278,273,292,289,363,160,484,150,530
ENST00000268756,0,0,0,0,0,0,0,0,0,0,5,5,7,6,6,10,3,8,3,7
ENST00000381796,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0,1
ENST00000591099,2,6,1,6,1,3,2,3,1,2,1,3,0,0,0,0,0,1,2,0
ENST00000587498,0,47,0,43,0,0,41,0,0,0,0,0,0,0,0,17,0,17,0,33
ENST00000525582,1,1,3,2,3,2,1,5,1,1,4,5,5,6,5,6,5,5,8,5
ENST00000565975,0,0,0,0,1,1,0,3,0,1,0,3,0,0,0,1,1,0,0,0
ENST00000598355,87,27,25,18,6,32,23,22,11,9,7,10,7,6,6,5,4,8,24,10
ENST00000526460,0,1,0,2,3,0,0,0,1,2,9,17,15,17,16,16,11,16,15,11
ENST00000524161,0,0,0,0,0,0,0,0,0,0,3,2,4,5,1,6,1,2,2,6
ENST00000366645,8,1,0,1,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ENST00000366974,0,1,0,0,0,0,2,1,1,3,3,4,0,6,3,3,5,2,3,1
ENST00000488180,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,2,0,1,0
ENST00000534517,5,7,7,13,9,14,18,4,18,5,13,11,8,16,4,3,5,9,14,8
ENST00000254821,2,2,1,1,3,1,4,1,2,5,9,12,8,8,10,5,9,7,8,1
ENST00000567670,0,0,0,1,2,1,0,1,1,1,7,6,5,7,2,0,2,6,12,2
ENST00000311101,5,9,3,2,2,5,3,5,2,3,1,5,2,2,1,1,5,3,2,2
ENST00000261401,33,12,29,40,52,35,48,40,61,49,78,87,49,83,118,113,56,33,58,51
ENST00000596788,0,2,1,1,4,1,1,1,1,2,6,3,5,2,5,4,5,4,6,6
ENST00000548222,0,1,0,1,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0
ENST00000543426,0,0,4,0,15,0,0,4,7,0,0,7,11,0,0,12,0,0,0,11
ENST00000524662,2,2,2,0,1,1,2,1,0,2,0,1,0,0,1,0,0,1,1,2
ENST00000351298,0,0,0,0,0,0,0,0,0,0,4,2,3,3,2,2,2,1,2,1
ENST00000416952,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1
ENST00000593256,44,29,46,14,26,39,19,14,24,29,14,12,16,15,10,8,15,21,17,19
ENST00000437791,6,8,4,8,15,5,8,15,13,4,4,5,5,2,7,8,11,8,13,25
ENST00000555275,0,28,37,0,3,0,0,0,14,0,27,45,3,30,27,27,3,8,16,3
ENST00000633438,0,0,1,0,0,0,0,0,2,0,1,3,4,1,3,3,2,3,3,2
ENST00000443387,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,1,0,1
ENST00000467168,107,124,18,19,11,31,11,13,51,30,19,17,4,16,11,46,71,81,73,2
ENST00000486564,0,2,0,4,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0
ENST00000483825,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0
ENST00000572732,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0
ENST00000555997,301,102,1,41,124,91,4,91,97,3,133,22,23,14,226,19,9,14,11,11
ENST00000529259,23,34,17,19,13,23,23,14,13,22,41,44,46,31,16,22,22,32,72,16
ENST00000216879,42,80,35,37,77,30,49,47,96,101,60,65,59,54,31,32,77,58,56,48
ENST00000455757,2,0,0,1,0,0,0,0,0,1,2,1,1,0,1,1,0,1,1,0
ENST00000368921,1,0,2,3,1,0,2,0,0,3,34,26,31,29,25,24,12,31,44,31
ENST00000415493,4,3,0,2,2,7,2,5,0,4,0,8,1,0,5,1,0,0,0,0
ENST00000348411,0,0,0,0,0,0,0,2,1,1,1,2,1,3,0,1,2,1,1,1
ENST00000397048,0,3,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,1
ENST00000225724,0,3,3,0,3,2,2,3,0,1,1,3,1,1,1,1,0,0,3,2
ENST00000547744,0,0,1,1,4,0,0,1,3,1,9,15,9,9,10,14,9,7,9,10
ENST00000257572,0,2,0,0,0,0,0,3,2,0,2,0,0,0,0,1,0,0,2,0
ENST00000592433,6,1,2,4,2,4,0,2,0,0,0,0,0,0,1,0,3,0,1,0
ENST00000016171,1,1,1,0,1,0,2,0,0,1,10,6,1,6,6,3,3,3,7,6
ENST00000451237,0,0,0,0,0,0,0,0,0,1,2,15,0,3,0,0,0,1,0,19
ENST00000515202,33,39,11,24,11,33,26,16,2,8,1,12,8,11,1,8,14,15,4,5
ENST00000497544,1,2,2,1,2,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1
ENST00000421918,5,2,2,0,1,3,1,2,0,2,2,2,2,1,3,0,3,3,4,4
ENST00000549939,3,4,4,2,2,4,4,4,4,4,3,4,3,4,3,5,5,2,3,1
ENST00000463839,5,7,7,6,10,7,9,7,9,8,13,18,15,15,14,12,14,13,8,8
ENST00000571874,10,18,8,8,5,6,5,7,10,7,6,3,4,3,0,1,7,3,5,2
ENST00000392547,215,224,209,219,239,201,187,196,222,265,618,612,493,528,518,526,396,280,365,447
ENST00000610193,10,19,19,17,9,17,0,18,10,14,0,0,0,0,0,1,0,0,0,0
ENST00000415905,0,9,14,1,9,0,1,14,5,1,4,1,1,4,15,10,4,3,3,0
ENST00000604202,3,0,0,0,0,1,0,1,0,2,2,1,0,1,1,0,2,1,2,1
ENST00000504432,0,0,0,0,1,0,0,0,0,0,5,2,0,1,0,3,4,0,2,0
ENST00000412869,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,3,1,3,10,1
ENST00000507131,0,0,0,0,0,0,0,0,1,2,10,11,6,15,25,2,11,3,9,8
ENST00000299366,3,4,6,4,1,4,3,2,3,1,3,1,1,2,1,1,2,1,1,1
ENST00000438295,0,2,0,1,1,1,1,1,1,0,1,2,0,1,0,0,2,2,1,2
ENST00000475238,0,1,1,0,1,1,0,1,1,2,2,1,0,1,1,0,8,3,3,0
ENST00000262139,3,7,10,7,15,6,10,7,14,10,22,20,17,24,19,20,12,24,18,16
ENST00000266022,0,5,16,0,11,9,18,18,15,17,25,29,16,33,20,22,17,31,27,19
ENST00000351233,8,6,14,11,15,14,16,19,13,7,14,13,14,17,19,16,14,17,9,15
ENST00000082468,43,1,2,1,1,4,0,0,1,8,10,3,13,33,34,2,34,19,34,6
ENST00000380121,3,1,3,0,1,0,1,0,0,0,1,3,2,5,2,1,8,2,3,0
ENST00000447944,6,1,2,0,2,1,1,0,1,2,2,3,1,9,11,1,21,4,3,3
ENST00000390551,28,3,18,0,0,10,13,44,2,10,6,5,0,6,0,0,1,1,7,5
ENST00000403290,0,3,0,0,7,0,0,0,8,5,25,20,20,21,35,20,27,24,27,31
ENST00000341222,27,47,19,31,31,13,62,19,4,9,78,74,64,64,50,21,106,108,49,28
ENST00000256367,3,10,0,5,7,8,10,10,4,9,3,23,13,23,8,5,4,12,27,26
ENST00000464863,6,8,8,7,5,3,2,6,6,9,3,5,4,7,10,7,5,7,3,10
ENST00000397515,1,0,0,0,10,24,16,30,5,5,0,3,1,0,0,0,0,0,1,1
ENST00000490347,0,0,0,0,0,0,0,0,0,0,3,4,2,4,0,3,3,2,2,1
ENST00000553916,0,5,0,0,5,0,4,4,6,6,12,6,12,11,9,22,6,7,6,5
ENST00000368890,0,0,0,0,2,0,0,0,7,0,1,6,1,5,4,4,4,5,3,2
ENST00000302017,93,154,170,124,172,120,98,166,146,161,189,203,198,152,153,169,62,150,156,308
ENST00000558285,0,9,0,0,0,0,0,8,0,1,0,1,1,0,0,0,1,0,0,0
ENST00000066544,4,3,3,1,0,0,2,2,0,2,5,3,1,1,2,2,5,1,2,1
ENST00000466805,0,0,7,0,8,0,0,0,10,8,2,2,0,1,0,1,1,0,0,0
ENST00000367355,1,1,1,1,2,1,1,3,1,1,0,1,1,0,1,1,0,0,0,0
ENST00000603346,1,3,2,0,5,2,1,1,7,9,15,13,8,15,7,9,10,9,9,7
ENST00000483084,0,1,0,0,1,0,0,0,1,1,3,4,4,2,3,2,1,1,4,2
ENST00000377060,0,6,1,1,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,2
ENST00000534464,8,24,26,8,33,3,11,10,15,23,24,33,19,15,52,39,26,34,51,105
ENST00000466300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0
ENST00000635779,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,2,0,0
ENST00000558319,0,0,0,0,0,0,0,0,0,1,4,4,11,3,16,16,2,1,2,2
ENST00000236671,88,684,281,109,249,68,152,266,88,41,400,26,39,324,217,54,145,72,95,41
ENST00000327877,2,7,9,5,8,10,10,11,5,12,18,14,13,16,15,17,14,12,15,16
ENST00000531188,7,6,5,257,2,5,5,4,8,4,2,12,10,16,7,6,12,17,1,3
ENST00000377424,0,0,0,0,0,0,7,1,1,0,1,1,1,0,0,1,1,1,1,0
ENST00000259803,3,1,2,2,2,3,4,3,3,3,3,6,6,4,11,7,4,1,4,3
ENST00000542032,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0
ENST00000621835,18,15,21,11,16,19,13,13,12,12,9,18,4,15,8,9,3,13,18,12
ENST00000555002,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,3,11,8,5,8
ENST00000226004,7,9,4,7,6,2,5,3,5,4,11,3,8,7,10,6,5,7,8,11
ENST00000484358,1,3,1,2,1,0,3,2,2,2,4,5,3,7,2,5,5,7,8,6
ENST00000615107,159,396,116,87,159,90,119,402,140,101,324,218,203,209,403,558,220,455,135,131
ENST00000529492,0,0,0,0,0,0,0,0,0,0,1,0,1,4,7,2,5,0,5,0
ENST00000603289,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
ENST00000311234,0,0,0,0,6,0,0,0,0,0,27,24,20,25,23,18,21,16,15,20
ENST00000470353,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0
ENST00000453793,103,39,35,58,34,53,28,32,19,57,18,15,14,35,31,14,76,36,24,17
ENST00000599722,4,11,8,8,15,6,10,13,9,11,16,20,12,15,8,9,7,13,17,31
ENST00000449610,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,2,2,1,2,0
ENST00000560655,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENST00000427190,1,1,0,0,19,0,0,6,2,2,6,5,2,6,4,3,10,3,5,2
ENST00000507591,0,0,0,0,1,0,0,0,1,0,16,15,13,21,24,17,16,7,11,5
ENST00000478247,3,12,3,5,1,6,10,2,3,8,7,7,6,8,7,6,9,5,10,12
ENST00000543941,1,0,0,0,0,0,0,0,0,0,3,1,2,2,1,2,1,1,2,4
ENST00000486763,0,1,0,0,2,0,0,0,0,3,1,8,4,0,7,0,6,0,0,0
ENST00000367525,0,0,0,0,0,0,0,0,0,0,2,1,1,5,4,1,0,0,0,0
ENST00000360506,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1
ENST00000331495,87,166,187,120,218,78,77,117,194,182,645,668,658,647,624,703,290,383,425,747
ENST00000454815,0,0,0,0,0,0,0,0,0,1,3,2,1,3,2,2,1,3,2,2
ENST00000444995,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
ENST00000588523,137,68,104,98,44,115,76,96,78,52,23,38,45,34,25,32,28,43,42,71
ENST00000526869,0,1,1,3,1,0,0,0,1,4,1,1,0,1,3,0,1,0,3,2
ENST00000532074,7,5,4,3,4,2,4,3,5,7,38,33,6,2,4,3,4,5,35,6
ENST00000409202,99,74,27,27,65,63,60,29,52,79,112,100,32,105,122,32,117,30,45,25
ENST00000553002,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,1,1,3
ENST00000484202,2,3,1,12,4,20,1,22,9,20,1,5,2,4,4,8,1,8,4,6
ENST00000588393,1,9,7,4,29,2,5,5,19,11,78,113,97,100,101,114,72,98,84,170
ENST00000371248,1,1,1,1,1,0,0,1,0,1,1,1,2,1,1,1,2,3,3,0
