"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"A530013C23Rik",-1.22462854458918,4.97806996898338,-6.24985469188428,3.55962858540723e-05,0.00024010985399037,2.29098153113312,TRUE
"Gripap1",-0.87145361366802,7.53304373843849,-6.41985277911881,2.74216804219705e-05,0.000193621750552307,2.28014688016352,FALSE
"Cytip",-1.08378960322166,8.5988532555473,-6.44795665138151,2.62740296923054e-05,0.000187003770051996,2.27394526535831,TRUE
"Nup214",1.21219316205656,5.18049530709021,6.23417832735543,3.64703791658956e-05,0.000244357649352734,2.26721287178253,TRUE
"ENSMUSG00000110357",-1.55602628088514,4.24379016342854,-6.13880105999772,4.23016657508051e-05,0.000276481475495458,2.26093093349719,TRUE
"Samd4b",-0.868669784109707,7.49144245204443,-6.40513231806785,2.80438764435399e-05,0.000197318391863078,2.2586041198823,FALSE
"Gm35853",-3.01576634782481,2.36936938215917,-6.03248322485339,4.99813881582571e-05,0.000313854870695492,2.25695042368242,TRUE
"Snx29",1.94039119034243,4.1869599121796,6.07718147747015,4.65870775088644e-05,0.000297681006446418,2.25247947338355,TRUE
"Apobec1",-1.28317272565797,5.18442989273348,-6.24238638741353,3.60099125836562e-05,0.000241880185280646,2.24574130718583,TRUE
"Ltn1",1.4545240013376,5.13749678307347,6.20755634205971,3.80071890123396e-05,0.000253182274649904,2.24427691367942,TRUE
"Stfa1",-4.20748287583311,1.14770131162183,-6.20683302501922,3.80498874155464e-05,0.000253243843031923,2.24034506817656,TRUE
"Errfi1",-0.972638558233634,6.46290963012413,-6.34737908254749,3.06330890183482e-05,0.000211993695628707,2.23533072214839,FALSE
"Fuca1",-0.993620855842205,6.04966653046497,-6.31465054338319,3.22116530239886e-05,0.000221195900593913,2.23040667319175,FALSE
"Cct8",1.12061887639471,6.04718302745187,6.29180743556978,3.33642784066437e-05,0.000227742514721118,2.21970144809159,TRUE
"Ctsd",-0.804446807561997,10.2093262601777,-6.45001199326365,2.61921176439562e-05,0.00018675306698008,2.21642611505826,FALSE
"Anxa6",-1.10336717107042,5.82857528910105,-6.28464221947714,3.37347497824956e-05,0.000229683402774438,2.21198248451541,TRUE
"Serpind1",4.01718303130022,1.46646279329951,6.14735145526266,4.17407567632768e-05,0.000273261910070552,2.19948817212212,TRUE
"Ifit3b",-1.89802233540513,3.68494374248605,-6.02388660194529,5.06636315319178e-05,0.00031689527150535,2.19545197478685,TRUE
"Prr14l",1.00427925301545,6.28332531677514,6.29565323345191,3.31672117891263e-05,0.000226784354113684,2.1939233524756,TRUE
"ENSMUSG00002075283",-2.69852232922935,2.63342228357188,-5.96942121934263,5.52210409037388e-05,0.000340345398482211,2.19206199650848,TRUE
"ENSMUSG00000144066",-1.56628116373884,4.22123859204271,-6.09229771247905,4.54949955776193e-05,0.000292337320980686,2.19162025527669,TRUE
"Krt18",3.2967799531531,2.82503876509975,5.98267648637088,5.40734397626912e-05,0.000334302564220656,2.183975710771,TRUE
"Bco2",-4.12794069517799,1.5379323984256,-6.1413262491975,4.21351882918775e-05,0.000275618566095683,2.17770111243438,TRUE
"Klra17",-1.96848921440999,3.31695535405305,-5.97991881381109,5.43100998373898e-05,0.000335247529860431,2.17630024664739,TRUE
"Leprot",1.26522435300888,5.13981874157296,6.16822516163609,4.04041925775307e-05,0.000266254975799214,2.17161521218448,TRUE
"ENSMUSG00000136961",-4.11057019569215,1.68248350596982,-6.12730902701824,4.30681251327785e-05,0.00028031071860411,2.16638044252463,TRUE
"ENSMUSG00000122307",-2.69977253882994,2.54775154729898,-5.95368196041521,5.66171707126972e-05,0.000346547334125155,2.16460695255354,TRUE
"Pgd",-0.792708591776308,9.12671170114385,-6.39340467396503,2.85502652714927e-05,0.000199303771528745,2.16435123169569,FALSE
"Vav1",0.908177539122378,8.73428688342681,6.37958787012863,2.9159308247903e-05,0.00020283852597492,2.16240674753948,FALSE
"Iqsec1",-0.827400020661669,9.54328628976457,-6.39861872322145,2.8323942679758e-05,0.000198588653554098,2.15763596503117,FALSE
"Dars2",-1.51534143980658,4.17685380615232,-6.06654595070935,4.73720218954254e-05,0.000300774742193177,2.15751768590898,TRUE
"Tap1",-0.970375775830883,6.55839339626202,-6.30310160797132,3.27890349891983e-05,0.000224582431432865,2.15510728919114,FALSE
"Etv6",-0.88404774818475,6.98386663025212,-6.31912349710959,3.19909288433398e-05,0.000219868926758349,2.14699607952529,FALSE
"Eri1",1.76291323859665,4.02706578246157,5.99565036481573,5.29745550530222e-05,0.000328656334538115,2.13711657647499,TRUE
"ENSMUSG00000104348",-0.803095877312085,8.844731245887,-6.36916746701287,2.96277279800571e-05,0.000205748110972618,2.13687329211164,FALSE
"ENSMUSG00000097134",1.38676164481947,5.41793092695479,6.17004432555943,4.02898721687633e-05,0.000265720508944853,2.13244589754928,TRUE
"Gss",-1.68365698742732,3.99005003278897,-6.02067315882828,5.09211749151827e-05,0.00031800889876773,2.12819381364414,TRUE
"Sec31a",0.986434971960935,6.51423326817945,6.26913969200855,3.45512670651432e-05,0.000234047533040767,2.12715949809576,FALSE
"Rbms1",-0.873022529169108,8.49483549412104,-6.35216226227829,3.0409331259542e-05,0.000210809922076548,2.12532330952094,FALSE
"Zc3h12c",1.70596182007758,5.14217096995724,6.11950117162775,4.35972313035586e-05,0.000282869302861694,2.11856944825226,TRUE
"Zc3h12a",-0.851806240770035,9.20176017512315,-6.36453475740583,2.98385295271548e-05,0.000207032295071325,2.11540468241614,FALSE
"Samm50",1.70033345660804,3.97596447198024,5.97768638323112,5.45024850277086e-05,0.00033617569793498,2.11374477694932,TRUE
"Paip2",-1.08810221156097,5.80530409798692,-6.21908435938632,3.73334689368937e-05,0.000249305301748873,2.10973771366031,TRUE
"ENSMUSG00000120849",2.78569210502655,3.42371377784909,5.91239994605967,6.0458971381838e-05,0.000366140629110298,2.10677676075432,TRUE
"Nlrp3",-0.87289670278778,10.8923290179973,-6.39607457677719,2.84341364898467e-05,0.000199014078669093,2.10564358511385,FALSE
"Add3",-1.13682968302749,5.47807334759121,-6.18514891833869,3.93537668455329e-05,0.000260620972486973,2.10330268302465,TRUE
"Eif5b",0.954287359288802,6.25446442509626,6.23740968545415,3.62883634246849e-05,0.000243530784758696,2.10197331334525,FALSE
"Card9",-1.04474339725572,5.56810523996477,-6.19259058246717,3.8901050308856e-05,0.000257836290365243,2.10016636118823,TRUE
"Rassf4",1.16258873935669,5.51840875892299,6.16166023452472,4.08196069803242e-05,0.000268550045923185,2.09053317825395,TRUE
"Rnf38",-0.863753653265462,7.04639506484465,-6.28596274521541,3.36661474397016e-05,0.000229560068473941,2.08975162556728,FALSE
"Slc15a2",-3.02309354840722,5.43517858719587,-6.1156866351675,4.38582200429289e-05,0.000283871974387889,2.08286025006889,TRUE
"Gpd1l",1.27241656597351,5.22512196048939,6.11672804024481,4.37868041984991e-05,0.000283639217480156,2.07387087081395,TRUE
"Lrp1",0.793888607886898,8.90399374846133,6.32350927322827,3.17760597155592e-05,0.000218768053119168,2.06445246417262,FALSE
"Il1a",0.925876117654137,8.86049691541903,6.32131641422348,3.18833013518117e-05,0.000219317636125962,2.06353629233994,FALSE
"Nucks1",1.64300310908439,4.38641749948454,5.98812118726957,5.36093728020981e-05,0.000331946580817945,2.05378703610796,TRUE
"Aldh18a1",-1.52200741720136,4.33882768535706,-6.02100446084603,5.08945587123678e-05,0.00031800889876773,2.05206366182107,TRUE
"Tnks",1.28267106687437,5.69085620842171,6.15020670588518,4.15552063022245e-05,0.000272276002647415,2.05052022890822,TRUE
"ENSMUSG00000090192",-1.85573097522444,3.49130276701404,-5.91135016584424,6.05601806021739e-05,0.000366476130724199,2.0438698057908,TRUE
"Slc9a9",-2.45815946915547,3.07127453747771,-5.87409759537541,6.42699261834263e-05,0.000382274653879116,2.04256384550225,TRUE
"Lpl",1.1491540956794,6.36051479968537,6.20241129411501,3.83120133099314e-05,0.000254776480864049,2.04072415791527,TRUE
"Oaz2",-1.57002030336738,4.23287568005499,-5.9926228355983,5.32288600329919e-05,0.000329845763178881,2.03053304639582,TRUE
"Cd69",1.14549081046185,5.38347068628717,6.10976231459899,4.42668370807286e-05,0.000285822999714148,2.02878471714287,TRUE
"H2-T24",-1.30508470780382,5.38929045386479,-6.12735599718307,4.30649627679568e-05,0.00028031071860411,2.0276802488627,TRUE
"Dnajb6",-0.914216049882028,6.81026106179397,-6.23690855043561,3.63165282771406e-05,0.000243530784758696,2.02686268112485,FALSE
"Atp1a1",1.00187454098306,8.36407216062141,6.28017584474885,3.39678793754253e-05,0.000230681693551275,2.01934405774559,TRUE
"Dnttip1",-1.23980604745972,4.66229807693952,-6.04096841176036,4.93174954193909e-05,0.000310413563728725,2.01215474713944,TRUE
"Fam20c",1.79433293091147,5.50681027706772,6.09057562876856,4.56180321203136e-05,0.000292892662088691,2.01178658731741,TRUE
"ENSMUSG00000110245",-1.17396758597342,5.02657430795136,-6.07815333757003,4.65160386043122e-05,0.000297464675327336,2.00529003451113,TRUE
"Impa2",-2.06450139221381,3.19597393583402,-5.86047650375941,6.56855645518963e-05,0.00038780561532763,2.00394138746804,TRUE
"Ypel5",-0.999092875961392,6.83996243819024,-6.22276324058502,3.71211348311451e-05,0.000248301905225051,2.00280688447539,FALSE
"ENSMUSG00000130106",-2.18626784084165,3.25506878190864,-5.85794661831192,6.59520968938532e-05,0.000388238980979268,1.99734368531422,TRUE
"Tmem140",-1.87279221628441,3.68325266469023,-5.89774324512615,6.18883177391867e-05,0.00037282119119992,1.99410145190825,TRUE
"Anp32b",1.23727900579058,5.19821964342418,6.05892671200461,4.79429333984664e-05,0.000303676537757507,1.98274539546592,TRUE
"Tm6sf1",-0.877490228910236,6.79528377243647,-6.20752583297923,3.80089889818168e-05,0.000253182274649904,1.98006807709031,FALSE
"Cbarp",-1.93039256269781,4.1463208060032,-5.93914861236684,5.79394341199783e-05,0.000353828605312844,1.97956331000506,TRUE
"Mtf2",1.76914531175453,3.8775460919091,5.8798767191253,6.36790584363448e-05,0.000380173483202058,1.97747880163022,TRUE
"Csad",-2.81375826130266,2.41242091405764,-5.82992210757515,6.89820500442023e-05,0.000402521079761939,1.97132235293599,TRUE
"Akap11",1.67924973397012,4.88035032985853,5.99565631220215,5.29740567514057e-05,0.000328656334538115,1.96829854319527,TRUE
"Opa1",1.80290271852097,3.85590086788928,5.87010965482284,6.46810302874575e-05,0.000384148657980445,1.96644187197343,TRUE
"Cript",-1.01431676767938,5.57825272114433,-6.11062470743045,4.42071061379906e-05,0.000285667891037096,1.96569520850193,TRUE
"Flot2",-1.11876255510797,5.19693313648836,-6.07099154561165,4.70422333276078e-05,0.000299393688640304,1.9635401706078,TRUE
"Kras",-0.897463068043373,8.29440323705632,-6.24522102216664,3.58523230367059e-05,0.00024143704258937,1.96289120254196,FALSE
"Eepd1",-1.180562236867,4.82577449614098,-6.0292029723726,5.02405631815578e-05,0.000314987856937667,1.96150352289396,TRUE
"Hnrnpd",1.0758767303061,6.06478526046972,6.13009489024236,4.28809846789701e-05,0.000279582622193774,1.95524481988365,TRUE
"Khsrp",1.06828957345832,5.48243110022434,6.07506006668405,4.67425421425463e-05,0.000298198035997106,1.95232687545447,TRUE
"Clk1",-1.45219987124203,8.49635002436105,-6.24256980420998,3.59996935223804e-05,0.000241880185280646,1.9506512878582,TRUE
"ENSMUSG00000120036",-1.58328864044397,4.1004942088228,-5.92411987728079,5.93410941959384e-05,0.00036046222746204,1.94693086711385,TRUE
"Kcnj2",-1.56844118654465,5.16779508261851,-6.04863302839821,4.87258081254581e-05,0.000307660982639041,1.94556793348136,TRUE
"Xrn2",1.04585873534168,5.57405611967121,6.08041073404219,4.63514735619145e-05,0.000296886940348532,1.94510615649723,TRUE
"Tcp11l2",-1.17709448183905,5.71201250652517,-6.10737580797789,4.44325758994516e-05,0.000286661779996462,1.94336767075586,TRUE
"Snapc1",-1.13503443724783,5.04448505071559,-6.04156873021688,4.92708797534195e-05,0.000310367746478233,1.94203467777456,TRUE
"Acss2",-1.80386544497367,3.78202978368739,-5.87677854823782,6.39951050241736e-05,0.000381418919487236,1.94105512973798,TRUE
"Oscp1",-2.76871898445807,2.41917685976105,-5.80703047970293,7.15658902004715e-05,0.000414680510232918,1.93858071261647,TRUE
"ENSMUSG00000131495",-1.54701980854937,3.90036646077329,-5.89304977702772,6.23535335784777e-05,0.00037393423435369,1.93420973359634,TRUE
"Cs",1.00248194652411,6.18420949363971,6.12686884874486,4.30977729853819e-05,0.00028031071860411,1.93276707707478,TRUE
"Ccdc167",-1.82115398232095,3.74725320333766,-5.86715521243095,6.49873823271631e-05,0.000385110413790596,1.93255151050853,TRUE
"Gbp2",-1.12286376389788,6.92058898534067,-6.17575770770817,3.99330478870278e-05,0.000264238530269828,1.92244469679622,TRUE
"Gch1",-0.923786468132511,7.64819148244017,-6.20042345772099,3.84304762153019e-05,0.000255140091055946,1.92221611693063,FALSE
"Pten",-0.964941855040868,7.8142417299518,-6.20154774015049,3.83634283555213e-05,0.000254906500701138,1.9160347657818,FALSE
"ENSMUSG00000092371",-1.56768567272269,4.05566963003953,-5.89945049296237,6.17200049877157e-05,0.000372087445291428,1.91513847379369,TRUE
"Xaf1",-1.80482940822741,4.38337521484018,-5.93336555658479,5.84746124549632e-05,0.000356009817077402,1.91495275458166,TRUE
"Gm13986",-1.60212365363329,4.36848496855536,-5.93654360653803,5.81798652623822e-05,0.000354755275990135,1.91285633835265,TRUE
"Mmd",1.35276328268164,4.56754104008372,5.93602504413648,5.82278519252923e-05,0.000354777467937805,1.91181295237213,TRUE
"Rasgrp4",-0.823551704603688,7.76636305558245,-6.19679860037032,3.8647493576137e-05,0.00025636811659129,1.91078657741511,FALSE
"ENSMUSG00000141024",-2.17781775541642,3.22419284690446,-5.79963151952894,7.242269123462e-05,0.000418024191830419,1.90887710504689,TRUE
"Rnf24",-0.959191057936044,6.98221415487214,-6.17023905757,4.02776550381707e-05,0.000265720508944853,1.90744388888345,FALSE
"Rcbtb2",-0.996594626773203,5.77593988098639,-6.08994744444624,4.56630010329993e-05,0.000292946277677622,1.9035247164377,FALSE
"Sub1",-1.06090628476956,5.95194112130043,-6.10297440117713,4.47399680321234e-05,0.000288412364429482,1.90193271525685,TRUE
"Rbbp5",1.45146411898705,4.52375213764023,5.91949667281046,5.97794403472838e-05,0.000362574315980493,1.90053783461379,TRUE
"ENSMUSG00000122875",-1.29359673702552,4.57120742975422,-5.95966292379887,5.60822987331739e-05,0.000344192773611697,1.89900004806428,TRUE
"Unc13d",-1.09031023505106,5.20378543072082,-6.03025030776768,5.01576586142426e-05,0.000314714720716816,1.89538974011094,TRUE
"Serpinb8",1.82793755206422,4.18756524870917,5.85614088383251,6.61430348006945e-05,0.000389076675298203,1.89246694344245,TRUE
"Srp72",1.00849618814666,5.8030247017021,6.06371782719715,4.75830913868863e-05,0.000301636078522259,1.88089397607726,TRUE
"Cherp",1.05626039142605,5.50988983898813,6.02862857933673,5.02860921890377e-05,0.000315026419351841,1.87160829200545,TRUE
"Clk3",-0.939304490499821,7.22994533699382,-6.15019253727691,4.15561249040617e-05,0.000272276002647415,1.86042219345129,FALSE
"Wdfy2",-0.93121108436095,6.41773997525274,-6.11089094681172,4.41886831067767e-05,0.000285667891037096,1.85783729030685,FALSE
"Phactr2",-0.913261934179427,6.18631603970764,-6.0929800059127,4.54463452273448e-05,0.00029225945483823,1.85470469345947,FALSE
"U2af1",1.09852735026673,5.39391266971056,6.00527838394676,5.21743154501336e-05,0.000325073616511736,1.85464963397877,TRUE
"Nfx1",0.989867214908492,6.13517404368521,6.07013751904414,4.7105399085462e-05,0.000299557386870983,1.84584654687653,FALSE
"Etnk1",-0.898842750003578,7.03308700503645,-6.1344725250789,4.25886508397777e-05,0.000278129964667936,1.84555633254371,FALSE
"Rad23b",1.14783849739568,5.50028836201823,6.00770361979143,5.19747592768132e-05,0.000324082676706552,1.84290547906056,TRUE
"Sin3a",0.998598562025632,6.00519700569245,6.05550493488115,4.82016884140862e-05,0.000305073977304343,1.83876058056119,FALSE
"Thbs4",-2.28633062218686,2.89258489176254,-5.73715643709497,8.01031782099451e-05,0.000450967927994061,1.83694983775437,TRUE
"Limd2",-0.998745697780043,6.00716780066868,-6.06666315286271,4.7363296191872e-05,0.000300774742193177,1.8348825470478,FALSE
"ENSMUSG00000116380",-1.23630406846696,5.29180532870827,-5.9978090808822,5.27940117323284e-05,0.000328423090092245,1.83128558725697,TRUE
"ENSMUSG00000120385",1.1816076720418,5.11760946710091,5.95169549359576,5.67960073887703e-05,0.000347376191980247,1.819940207498,TRUE
"Edn1",2.48587736706691,3.61253357001333,5.7395911264616,7.97883270562084e-05,0.000449828482346489,1.81886768682891,TRUE
"Eif3m",1.74992421817012,4.01805007291076,5.79534055262272,7.29245338212252e-05,0.000420314315972479,1.81755677924465,TRUE
"Tfrc",1.41988878171328,5.09867059992182,5.93729780054378,5.81101482190614e-05,0.000354600446798239,1.8130868522717,TRUE
"ENSMUSG00000144151",-2.85268904606946,2.60009312393458,-5.71817033545702,8.26037977409767e-05,0.000460945425494852,1.81248634158448,TRUE
"ENSMUSG00000084796",-1.03780302718442,7.30937491858999,-6.12093136800095,4.3499801368233e-05,0.000282630826455105,1.80901013136121,TRUE
"Inip",1.8536468661942,3.8618305144552,5.77039183199436,7.59159055585874e-05,0.000433186336996219,1.80820987283659,TRUE
"F2rl2",-2.82219466389807,2.29299668111705,-5.72585733646804,8.15815925507821e-05,0.000456081579599062,1.80791382745472,TRUE
"Asxl2",1.2037729504611,4.93429917229212,5.92099745167901,5.96367716552988e-05,0.00036198343948588,1.8052652236238,TRUE
"Ube2d3",-0.809837217153777,9.30400589714983,-6.17262857106422,4.01280597352114e-05,0.000265090402875054,1.80152791480701,FALSE
"Zfp568",1.79724151624381,3.83316507372296,5.75515424227377,7.78062838476704e-05,0.00044145409275274,1.78619540049488,TRUE
"ENSMUSG00000086813",1.9227038956922,3.65667937524773,5.7361141987844,8.02383590989668e-05,0.000451411302947774,1.78575802162078,TRUE
"Ppp1r2",-0.806118124194674,7.75661968406708,-6.11687185760394,4.37769513769333e-05,0.000283639217480156,1.78113842948296,FALSE
"Slc7a1",1.15900304598589,5.66463082293035,5.98084948455763,5.42301088230906e-05,0.00033501225527778,1.77344997312602,TRUE
"Atp5f1a",0.961306616077954,7.00536628130673,6.07855777069862,4.64865099597449e-05,0.000297464675327336,1.77140248178799,FALSE
"ENSMUSG00000123603",3.40961460919605,2.26945840824914,5.7462354229621,7.89357109086242e-05,0.000446279637645932,1.76462737688814,TRUE
"Vmn2r97",-1.6835136582265,3.80025691976521,-5.77143274979546,7.57885477839194e-05,0.00043283610362946,1.76272059577484,TRUE
"Ddx19a",1.62969635432017,4.44352657766566,5.81564143633605,7.0582175808799e-05,0.000410202616530378,1.76222723655528,TRUE
"Samd11",-2.51356588714316,2.84839501267998,-5.68013427117613,8.78641052309426e-05,0.000482107573283636,1.75254839030742,TRUE
"Afg3l2",1.66939607491843,4.17803821659403,5.77519300896274,7.53303474054136e-05,0.000431074949387202,1.75015134052391,TRUE
"Vti1b",-1.15615271599826,4.84502773446919,-5.89602552021513,6.20581521345772e-05,0.000373501953597785,1.7399802483941,TRUE
